divisjon,klasse,rundeid,rundenavn,aspekt,score,navn,klubb,medlemmer,dato,url
Compound,Herrer Senior,5,1440-runde,70m,358,Anders Faugstad,Klepp Bueskyttere,,2021-08-05,https://rekord.bueskyting.no/rekord.php?rundeid=5&divisjon=Compound
Compound,Herrer Senior,5,1440-runde,90m,346,Morten Bøe,Sandefjord Bueskyttere,,2007-07-18,https://rekord.bueskyting.no/rekord.php?rundeid=5&divisjon=Compound
Compound,Herrer Senior,5,1440-runde,Lag,4187,,Klepp Bueskyttere,"Anders Faugstad, Oddmund Tjentland, Eivind Lie",2018-08-14,https://rekord.bueskyting.no/rekord.php?rundeid=5&divisjon=Compound
Compound,Herrer Senior,5,1440-runde,Total,1414,Anders Faugstad,Klepp Bueskyttere,,2019-08-13,https://rekord.bueskyting.no/rekord.php?rundeid=5&divisjon=Compound
Compound,Herrer U18,5,1440-runde,30m,360,Sander B. Figved (26x),Klepp Bueskyttere,,2019-08-13,https://rekord.bueskyting.no/rekord.php?rundeid=5&divisjon=Compound
Compound,Herrer U18,5,1440-runde,50m,351,Sander B. Figved,Klepp Bueskyttere,,2019-06-25,https://rekord.bueskyting.no/rekord.php?rundeid=5&divisjon=Compound
Compound,Herrer U18,5,1440-runde,60m,346,Sander B. Figved,Klepp Bueskyttere,,2019-08-13,https://rekord.bueskyting.no/rekord.php?rundeid=5&divisjon=Compound
Compound,Herrer U18,5,1440-runde,70m,338,Sander B. Figved,Klepp Bueskyttere,,2019-06-25,https://rekord.bueskyting.no/rekord.php?rundeid=5&divisjon=Compound
Compound,Herrer U18,5,1440-runde,Total,1385,Sander B. Figved,Klepp Bueskyttere,,2019-08-13,https://rekord.bueskyting.no/rekord.php?rundeid=5&divisjon=Compound
Compound,Herrer U21,5,1440-runde,30m,360,Anders Faugstad (30x),Klepp Bueskyttere,,2018-08-14,https://rekord.bueskyting.no/rekord.php?rundeid=5&divisjon=Compound
Compound,Herrer U21,5,1440-runde,30m,360,Mads Haugseth,IL Yrjar - Bueskyttergruppa,,2013-08-07,https://rekord.bueskyting.no/rekord.php?rundeid=5&divisjon=Compound
Compound,Herrer U21,5,1440-runde,50m,356,Anders Faugstad,Klepp Bueskyttere,,2019-08-13,https://rekord.bueskyting.no/rekord.php?rundeid=5&divisjon=Compound
Compound,Herrer U21,5,1440-runde,70m,354,Anders Faugstad,Klepp Bueskyttere,,2018-08-14,https://rekord.bueskyting.no/rekord.php?rundeid=5&divisjon=Compound
Compound,Herrer U21,5,1440-runde,90m,345,Anders Faugstad,Klepp Bueskyttere,,2019-08-13,https://rekord.bueskyting.no/rekord.php?rundeid=5&divisjon=Compound
Compound,Herrer U21,5,1440-runde,Total,1414,Anders Faugstad,Klepp Bueskyttere,,2019-08-13,https://rekord.bueskyting.no/rekord.php?rundeid=5&divisjon=Compound
Compound,Jenter U16,5,1440-runde,20m,358,Kristin B. Isdal,Geitastrand IL - Bueskyttere,,2015-07-29,https://rekord.bueskyting.no/rekord.php?rundeid=5&divisjon=Compound
Compound,Jenter U16,5,1440-runde,30m,353,Oda Mølslett,Tustna IL - Bueskyttergruppe,,2013-06-19,https://rekord.bueskyting.no/rekord.php?rundeid=5&divisjon=Compound
Compound,Jenter U16,5,1440-runde,40m,353,Kristin B. Isdal,Geitastrand IL - Bueskyttere,,2015-07-29,https://rekord.bueskyting.no/rekord.php?rundeid=5&divisjon=Compound
Compound,Jenter U16,5,1440-runde,50m,343,Oda Mølslett,Tustna IL - Bueskyttergruppe,,2013-06-19,https://rekord.bueskyting.no/rekord.php?rundeid=5&divisjon=Compound
Compound,Jenter U16,5,1440-runde,Total,1402,Oda Mølslett,Tustna IL - Bueskyttergruppe,,2013-06-19,https://rekord.bueskyting.no/rekord.php?rundeid=5&divisjon=Compound
Compound,Mix2 50+,5,1440-runde,Lag,2450,,Fana Bueskytterklubb,"Eli-Karin Dirdal Henrikse, Victor Hoff",2019-06-09,https://rekord.bueskyting.no/rekord.php?rundeid=5&divisjon=Compound
Compound,Mix2 Senior,5,1440-runde,Lag,2786,,Klepp Bueskyttere,"Anders Faugstad, Sunniva Lislevand",2018-08-14,https://rekord.bueskyting.no/rekord.php?rundeid=5&divisjon=Compound
Compound,Mix2 U16,5,1440-runde,Lag,2679,,Tønsberg & Omegn Bueskyttere,"Oda Isnes, Emil J. Langved",2018-06-19,https://rekord.bueskyting.no/rekord.php?rundeid=5&divisjon=Compound
Compound,Mix2 U21,5,1440-runde,Lag,2786,,Klepp Bueskyttere,"Anders Faugstad, Sunniva Lislevand",2018-08-14,https://rekord.bueskyting.no/rekord.php?rundeid=5&divisjon=Compound
Compound,Damer 50,6,1/2 1440-runde,30m,177,June Svensen,Lillestrøm & Omegn Bueskyttere,,2009-06-10,https://rekord.bueskyting.no/rekord.php?rundeid=6&divisjon=Compound
Compound,Damer 50,6,1/2 1440-runde,40m,170,Astrid Nina Grydeland,Roan Pistolklubb - Bueskyttergruppe,,2015-07-06,https://rekord.bueskyting.no/rekord.php?rundeid=6&divisjon=Compound
Compound,Damer 50,6,1/2 1440-runde,50m,172,Astrid Nina Grydeland,Roan Pistolklubb - Bueskyttergruppe,,2015-07-06,https://rekord.bueskyting.no/rekord.php?rundeid=6&divisjon=Compound
Compound,Damer 50,6,1/2 1440-runde,60m,169,June Svensen,Lillestrøm & Omegn Bueskyttere,,2009-06-10,https://rekord.bueskyting.no/rekord.php?rundeid=6&divisjon=Compound
Compound,Damer 50,6,1/2 1440-runde,Total,685,Astrid Nina Grydeland,Roan Pistolklubb - Bueskyttergruppe,,2015-07-06,https://rekord.bueskyting.no/rekord.php?rundeid=6&divisjon=Compound
Compound,Damer Senior,6,1/2 1440-runde,30m,178,June Svensen,Lillestrøm & Omegn Bueskyttere,,2001-08-11,https://rekord.bueskyting.no/rekord.php?rundeid=6&divisjon=Compound
Compound,Damer Senior,6,1/2 1440-runde,50m,174,Runa Grydeland,IL Yrjar - Bueskyttergruppa,,2015-07-06,https://rekord.bueskyting.no/rekord.php?rundeid=6&divisjon=Compound
Compound,Damer Senior,6,1/2 1440-runde,60m,175,Runa Grydeland,IL Yrjar - Bueskyttergruppa,,2015-07-06,https://rekord.bueskyting.no/rekord.php?rundeid=6&divisjon=Compound
Compound,Damer Senior,6,1/2 1440-runde,70m,180,Runa Grydeland (8x),IL Yrjar - Bueskyttergruppa,,2015-07-06,https://rekord.bueskyting.no/rekord.php?rundeid=6&divisjon=Compound
Compound,Damer Senior,6,1/2 1440-runde,Lag,1895,,Gauldalspil'n Bueskytterklubb,"Ann R. Hegge, Dagrun Haukdal, Eva T. Johansen",2005-05-08,https://rekord.bueskyting.no/rekord.php?rundeid=6&divisjon=Compound
Compound,Damer Senior,6,1/2 1440-runde,Total,707,Runa Grydeland,IL Yrjar - Bueskyttergruppa,,2015-07-06,https://rekord.bueskyting.no/rekord.php?rundeid=6&divisjon=Compound
Compound,Damer U18,6,1/2 1440-runde,30m,168,Sunniva Lislevand,Bærum og Omegn Bueskyttere,,2015-06-14,https://rekord.bueskyting.no/rekord.php?rundeid=6&divisjon=Compound
Compound,Damer U18,6,1/2 1440-runde,50m,164,Marit Olaisen,Sportsklubben Stoksund - Bueskyttergr.,,2006-07-12,https://rekord.bueskyting.no/rekord.php?rundeid=6&divisjon=Compound
Compound,Damer U18,6,1/2 1440-runde,60m,158,Sunniva Lislevand,Bærum og Omegn Bueskyttere,,2015-06-14,https://rekord.bueskyting.no/rekord.php?rundeid=6&divisjon=Compound
Compound,Damer U21,6,1/2 1440-runde,30m,165,Elisabeth Johannessen,Ullensaker Bueskytterklubb,,1999-07-04,https://rekord.bueskyting.no/rekord.php?rundeid=6&divisjon=Compound
Compound,Damer U21,6,1/2 1440-runde,50m,153,Signe Åsberg,Sverresborg Bueskyttere,,2006-07-12,https://rekord.bueskyting.no/rekord.php?rundeid=6&divisjon=Compound
Compound,Damer U21,6,1/2 1440-runde,60m,159,Signe Åsberg,Sverresborg Bueskyttere,,2006-07-12,https://rekord.bueskyting.no/rekord.php?rundeid=6&divisjon=Compound
Compound,Damer U21,6,1/2 1440-runde,70m,150,Signe Åsberg,Sverresborg Bueskyttere,,2006-07-12,https://rekord.bueskyting.no/rekord.php?rundeid=6&divisjon=Compound
Compound,Damer U21,6,1/2 1440-runde,Total,624,Hedvig Vik-Strandli,Ullensaker Bueskytterklubb,,2005-06-22,https://rekord.bueskyting.no/rekord.php?rundeid=6&divisjon=Compound
Compound,Gutter U16,6,1/2 1440-runde,20m,180,Sander Figved (14x),Klepp Bueskyttere,,2017-09-13,https://rekord.bueskyting.no/rekord.php?rundeid=6&divisjon=Compound
Compound,Gutter U16,6,1/2 1440-runde,30m,173,Sander Figved,Klepp Bueskyttere,,2017-09-13,https://rekord.bueskyting.no/rekord.php?rundeid=6&divisjon=Compound
Compound,Gutter U16,6,1/2 1440-runde,40m,178,Sander Figved,Klepp Bueskyttere,,2017-09-13,https://rekord.bueskyting.no/rekord.php?rundeid=6&divisjon=Compound
Compound,Gutter U16,6,1/2 1440-runde,50m,176,Sander Figved,Klepp Bueskyttere,,2017-09-13,https://rekord.bueskyting.no/rekord.php?rundeid=6&divisjon=Compound
Compound,Gutter U16,6,1/2 1440-runde,Total,707,Sander Figved,Klepp Bueskyttere,,2017-09-13,https://rekord.bueskyting.no/rekord.php?rundeid=6&divisjon=Compound
Compound,Herrer 50,6,1/2 1440-runde,30m,180,Sigmund Johansen,IL Yrjar - Bueskyttergruppa,,2004-06-13,https://rekord.bueskyting.no/rekord.php?rundeid=6&divisjon=Compound
Compound,Herrer 50,6,1/2 1440-runde,50m,170,Arne Kjærland,Klepp Bueskyttere,,2012-07-26,https://rekord.bueskyting.no/rekord.php?rundeid=6&divisjon=Compound
Compound,Herrer 50,6,1/2 1440-runde,60m,174,Sigmund Johansen,IL Yrjar - Bueskyttergruppa,,2004-06-13,https://rekord.bueskyting.no/rekord.php?rundeid=6&divisjon=Compound
Compound,Herrer 50,6,1/2 1440-runde,70m,171,Tor W. Jensen,Fredrikstad Bueskyttere,,2002-08-14,https://rekord.bueskyting.no/rekord.php?rundeid=6&divisjon=Compound
Compound,Herrer 50,6,1/2 1440-runde,Total,691,Sigmund Johansen,IL Yrjar - Bueskyttergruppa,,2004-06-13,https://rekord.bueskyting.no/rekord.php?rundeid=6&divisjon=Compound
Compound,Herrer Senior,6,1/2 1440-runde,30m,180,Oddmund Tjentland,Klepp Bueskyttere,,2013-05-17,https://rekord.bueskyting.no/rekord.php?rundeid=6&divisjon=Compound
Compound,Herrer Senior,6,1/2 1440-runde,50m,177,Mats Inge S. Ericsson,Lillestrøm & Omegn Bueskyttere,,2009-05-27,https://rekord.bueskyting.no/rekord.php?rundeid=6&divisjon=Compound
Compound,Herrer Senior,6,1/2 1440-runde,70m,177,Morten Bøe,Sandefjord Bueskyttere,,1999-06-08,https://rekord.bueskyting.no/rekord.php?rundeid=6&divisjon=Compound
Compound,Herrer Senior,6,1/2 1440-runde,90m,172,Njål Åmås,Klepp Bueskyttere,,2013-08-02,https://rekord.bueskyting.no/rekord.php?rundeid=6&divisjon=Compound
Compound,Herrer Senior,6,1/2 1440-runde,Lag,2061,,Klepp Bueskyttere,"Gunnar Fykse, Njål Åmås, Oddmund Tjentland",2013-06-07,https://rekord.bueskyting.no/rekord.php?rundeid=6&divisjon=Compound
Compound,Herrer Senior,6,1/2 1440-runde,Total,702,Morten Bøe,Sandefjord Bueskyttere,,2012-07-26,https://rekord.bueskyting.no/rekord.php?rundeid=6&divisjon=Compound
Compound,Herrer U18,6,1/2 1440-runde,30m,175,Kristian S. Andersen,Sandefjord Bueskyttere,,2001-08-11,https://rekord.bueskyting.no/rekord.php?rundeid=6&divisjon=Compound
Compound,Herrer U18,6,1/2 1440-runde,50m,176,Sander Figved,Klepp Bueskyttere,,2017-09-13,https://rekord.bueskyting.no/rekord.php?rundeid=6&divisjon=Compound
Compound,Herrer U18,6,1/2 1440-runde,60m,140,Jakob B. Bakkemo,Eidsvoll Bueskyttere,,2025-10-09,https://rekord.bueskyting.no/rekord.php?rundeid=6&divisjon=Compound
Compound,Herrer U18,6,1/2 1440-runde,70m,61,Jakob B. Bakkemo,Eidsvoll Bueskyttere,,2025-10-09,https://rekord.bueskyting.no/rekord.php?rundeid=6&divisjon=Compound
Compound,Herrer U18,6,1/2 1440-runde,Total,493,Jakob B. Bakkemo,Eidsvoll Bueskyttere,,2025-10-09,https://rekord.bueskyting.no/rekord.php?rundeid=6&divisjon=Compound
Compound,Herrer U21,6,1/2 1440-runde,30m,180,Anders Faugstad (16x),Klepp Bueskyttere,,2017-09-13,https://rekord.bueskyting.no/rekord.php?rundeid=6&divisjon=Compound
Compound,Herrer U21,6,1/2 1440-runde,50m,175,Mads Haugseth,IL Yrjar - Bueskyttergruppa,,2015-07-06,https://rekord.bueskyting.no/rekord.php?rundeid=6&divisjon=Compound
Compound,Herrer U21,6,1/2 1440-runde,70m,175,Mads Haugseth,IL Yrjar - Bueskyttergruppa,,2015-07-06,https://rekord.bueskyting.no/rekord.php?rundeid=6&divisjon=Compound
Compound,Herrer U21,6,1/2 1440-runde,90m,167,Anders Faugstad,Klepp Bueskyttere,,2017-09-13,https://rekord.bueskyting.no/rekord.php?rundeid=6&divisjon=Compound
Compound,Herrer U21,6,1/2 1440-runde,Total,692,Anders Faugstad,Klepp Bueskyttere,,2017-09-13,https://rekord.bueskyting.no/rekord.php?rundeid=6&divisjon=Compound
Compound,Jenter U16,6,1/2 1440-runde,20m,177,Kristin Beate Isdal,Geitastrand IL - Bueskyttere,,2015-07-06,https://rekord.bueskyting.no/rekord.php?rundeid=6&divisjon=Compound
Compound,Jenter U16,6,1/2 1440-runde,30m,172,Kristin Beate Isdal,Geitastrand IL - Bueskyttere,,2015-07-06,https://rekord.bueskyting.no/rekord.php?rundeid=6&divisjon=Compound
Compound,Jenter U16,6,1/2 1440-runde,40m,168,Kristin Beate Isdal,Geitastrand IL - Bueskyttere,,2015-07-06,https://rekord.bueskyting.no/rekord.php?rundeid=6&divisjon=Compound
Compound,Jenter U16,6,1/2 1440-runde,50m,163,Kristin Beate Isdal,Geitastrand IL - Bueskyttere,,2015-07-06,https://rekord.bueskyting.no/rekord.php?rundeid=6&divisjon=Compound
Compound,Jenter U16,6,1/2 1440-runde,Total,680,Kristin Beate Isdal,Geitastrand IL - Bueskyttere,,2015-07-06,https://rekord.bueskyting.no/rekord.php?rundeid=6&divisjon=Compound
Compound,Damer 50,21,Norsk kortrunde,25m,296,Astrid N. Grydeland,Roan Pistolklubb - Bueskyttergruppe,,2015-07-20,https://rekord.bueskyting.no/rekord.php?rundeid=21&divisjon=Compound
Compound,Damer 50,21,Norsk kortrunde,35m,284,Astrid N. Grydeland,Roan Pistolklubb - Bueskyttergruppe,,2014-07-26,https://rekord.bueskyting.no/rekord.php?rundeid=21&divisjon=Compound
Compound,Damer 50,21,Norsk kortrunde,50m,275,Astrid N. Grydeland,Roan Pistolklubb - Bueskyttergruppe,,2014-07-26,https://rekord.bueskyting.no/rekord.php?rundeid=21&divisjon=Compound
Compound,Damer 50,21,Norsk kortrunde,Total,855,Astrid N. Grydeland,Roan Pistolklubb - Bueskyttergruppe,,2015-07-20,https://rekord.bueskyting.no/rekord.php?rundeid=21&divisjon=Compound
Compound,Damer Senior,21,Norsk kortrunde,25m,300,Runa Grydeland,IL Yrjar - Bueskyttergruppa,,2014-07-26,https://rekord.bueskyting.no/rekord.php?rundeid=21&divisjon=Compound
Compound,Damer Senior,21,Norsk kortrunde,35m,295,Runa Grydeland,IL Yrjar - Bueskyttergruppa,,2014-07-26,https://rekord.bueskyting.no/rekord.php?rundeid=21&divisjon=Compound
Compound,Damer Senior,21,Norsk kortrunde,50m,287,Runa Grydeland,IL Yrjar - Bueskyttergruppa,,2014-07-26,https://rekord.bueskyting.no/rekord.php?rundeid=21&divisjon=Compound
Compound,Damer Senior,21,Norsk kortrunde,Lag,2148,,Ullensaker Bueskytterklubb,"Monica Tselentis, Lena Lindgren, Elisabeth Johannessen",1999-05-13,https://rekord.bueskyting.no/rekord.php?rundeid=21&divisjon=Compound
Compound,Damer Senior,21,Norsk kortrunde,Total,882,Runa Grydeland,IL Yrjar - Bueskyttergruppa,,2014-07-26,https://rekord.bueskyting.no/rekord.php?rundeid=21&divisjon=Compound
Compound,Damer U18,21,Norsk kortrunde,25m,297,Oda Mølslett,Tustna IL - Bueskyttergruppe,,2014-07-26,https://rekord.bueskyting.no/rekord.php?rundeid=21&divisjon=Compound
Compound,Damer U18,21,Norsk kortrunde,35m,290,Runa Grydeland,Roan Pistolklubb - Bueskyttergruppe,,2009-06-24,https://rekord.bueskyting.no/rekord.php?rundeid=21&divisjon=Compound
Compound,Damer U18,21,Norsk kortrunde,50m,278,Oda Mølslett,Tustna IL - Bueskyttergruppe,,2014-07-26,https://rekord.bueskyting.no/rekord.php?rundeid=21&divisjon=Compound
Compound,Damer U18,21,Norsk kortrunde,Total,861,Oda Mølslett,Tustna IL - Bueskyttergruppe,,2014-07-26,https://rekord.bueskyting.no/rekord.php?rundeid=21&divisjon=Compound
Compound,Damer U21,21,Norsk kortrunde,25m,300,Runa Grydeland,IL Yrjar - Bueskyttergruppa,,2014-07-26,https://rekord.bueskyting.no/rekord.php?rundeid=21&divisjon=Compound
Compound,Damer U21,21,Norsk kortrunde,35m,295,Runa Grydeland,IL Yrjar - Bueskyttergruppa,,2014-07-26,https://rekord.bueskyting.no/rekord.php?rundeid=21&divisjon=Compound
Compound,Damer U21,21,Norsk kortrunde,50m,287,Runa Grydeland,IL Yrjar - Bueskyttergruppa,,2014-07-26,https://rekord.bueskyting.no/rekord.php?rundeid=21&divisjon=Compound
Compound,Damer U21,21,Norsk kortrunde,Total,882,Runa Grydeland,IL Yrjar - Bueskyttergruppa,,2014-07-26,https://rekord.bueskyting.no/rekord.php?rundeid=21&divisjon=Compound
Compound,Gutter U16,21,Norsk kortrunde,20m,299,Sander Figved,Klepp Bueskyttere,,2016-05-07,https://rekord.bueskyting.no/rekord.php?rundeid=21&divisjon=Compound
Compound,Gutter U16,21,Norsk kortrunde,25m,296,Sander Figved,Klepp Bueskyttere,,2016-05-07,https://rekord.bueskyting.no/rekord.php?rundeid=21&divisjon=Compound
Compound,Gutter U16,21,Norsk kortrunde,35m,296,Sander Figved,Klepp Bueskyttere,,2016-06-25,https://rekord.bueskyting.no/rekord.php?rundeid=21&divisjon=Compound
Compound,Gutter U16,21,Norsk kortrunde,Total,891,Sander Figved,Klepp Bueskyttere,,2016-06-25,https://rekord.bueskyting.no/rekord.php?rundeid=21&divisjon=Compound
Compound,Herrer 50,21,Norsk kortrunde,25m,299,Sigmund Johansen,IL Yrjar - Bueskyttergruppa,,2005-06-15,https://rekord.bueskyting.no/rekord.php?rundeid=21&divisjon=Compound
Compound,Herrer 50,21,Norsk kortrunde,35m,294,Roy Westerheim,Skudeneshavn Bueskytterklubb,,2020-09-20,https://rekord.bueskyting.no/rekord.php?rundeid=21&divisjon=Compound
Compound,Herrer 50,21,Norsk kortrunde,50m,280,Sigmund Johansen,Tustna IL - Bueskyttergruppe,,2014-09-03,https://rekord.bueskyting.no/rekord.php?rundeid=21&divisjon=Compound
Compound,Herrer 50,21,Norsk kortrunde,Total,870,Roy Westerheim,Skudeneshavn Bueskytterklubb,,2020-09-20,https://rekord.bueskyting.no/rekord.php?rundeid=21&divisjon=Compound
Compound,Herrer Senior,21,Norsk kortrunde,25m,300,Njål Åmås (27 x),Klepp Bueskyttere,,2015-06-28,https://rekord.bueskyting.no/rekord.php?rundeid=21&divisjon=Compound
Compound,Herrer Senior,21,Norsk kortrunde,35m,300,Njål Åmås (20 x),Klepp Bueskyttere,,2015-06-28,https://rekord.bueskyting.no/rekord.php?rundeid=21&divisjon=Compound
Compound,Herrer Senior,21,Norsk kortrunde,50m,296,Anders Faugstad,Klepp Bueskyttere,,2017-08-05,https://rekord.bueskyting.no/rekord.php?rundeid=21&divisjon=Compound
Compound,Herrer Senior,21,Norsk kortrunde,Lag,2671,,Klepp Bueskyttere,"Njål Åmås, Anders Faugstad, Oddmund Tjentland",2018-07-21,https://rekord.bueskyting.no/rekord.php?rundeid=21&divisjon=Compound
Compound,Herrer Senior,21,Norsk kortrunde,Total,895,Njål Åmås,Klepp Bueskyttere,,2018-07-21,https://rekord.bueskyting.no/rekord.php?rundeid=21&divisjon=Compound
Compound,Herrer U18,21,Norsk kortrunde,25m,296,Sander Figved,Klepp Bueskyttere,,2016-05-07,https://rekord.bueskyting.no/rekord.php?rundeid=21&divisjon=Compound
Compound,Herrer U18,21,Norsk kortrunde,35m,296,Sander Figved,Klepp Bueskyttere,,2016-06-25,https://rekord.bueskyting.no/rekord.php?rundeid=21&divisjon=Compound
Compound,Herrer U18,21,Norsk kortrunde,50m,258,Kent A Nikolaisen,Tinden Bueskytterklubb,,2017-08-23,https://rekord.bueskyting.no/rekord.php?rundeid=21&divisjon=Compound
Compound,Herrer U18,21,Norsk kortrunde,Total,827,Kent A Nikolaisen,Tinden Bueskytterklubb,,2017-08-23,https://rekord.bueskyting.no/rekord.php?rundeid=21&divisjon=Compound
Compound,Herrer U21,21,Norsk kortrunde,25m,300,Anders Faugstad (27 x),Klepp Bueskyttere,,2017-08-05,https://rekord.bueskyting.no/rekord.php?rundeid=21&divisjon=Compound
Compound,Herrer U21,21,Norsk kortrunde,35m,298,Anders Faugstad,Klepp Bueskyttere,,2018-07-21,https://rekord.bueskyting.no/rekord.php?rundeid=21&divisjon=Compound
Compound,Herrer U21,21,Norsk kortrunde,50m,296,Anders Faugstad,Klepp Bueskyttere,,2017-08-05,https://rekord.bueskyting.no/rekord.php?rundeid=21&divisjon=Compound
Compound,Herrer U21,21,Norsk kortrunde,Total,892,Anders Faugstad,Klepp Bueskyttere,,2017-08-05,https://rekord.bueskyting.no/rekord.php?rundeid=21&divisjon=Compound
Compound,Jenter U16,21,Norsk kortrunde,20m,295,Sunniva Lislevand,Bærum og Omegn Bueskyttere,,2014-09-10,https://rekord.bueskyting.no/rekord.php?rundeid=21&divisjon=Compound
Compound,Jenter U16,21,Norsk kortrunde,25m,298,Kristin B. Isdal,Geitastrand IL - Bueskyttere,,2015-07-20,https://rekord.bueskyting.no/rekord.php?rundeid=21&divisjon=Compound
Compound,Jenter U16,21,Norsk kortrunde,35m,287,Kristin B. Isdal,Geitastrand IL - Bueskyttere,,2015-07-20,https://rekord.bueskyting.no/rekord.php?rundeid=21&divisjon=Compound
Compound,Jenter U16,21,Norsk kortrunde,Total,880,Kristin B. Isdal,Geitastrand IL - Bueskyttere,,2015-07-20,https://rekord.bueskyting.no/rekord.php?rundeid=21&divisjon=Compound
Compound,Mix2 50+,21,Norsk kortrunde,Lag,1607,,Fana Bueskytterklubb,"Kjerstin Hoff, Ari Ollikainen",2023-08-24,https://rekord.bueskyting.no/rekord.php?rundeid=21&divisjon=Compound
Compound,Mix2 Senior,21,Norsk kortrunde,Lag,1607,,Fana Bueskytterklubb,"Kjerstin Hoff, Ari Ollikainen",2023-08-24,https://rekord.bueskyting.no/rekord.php?rundeid=21&divisjon=Compound
Compound,Damer 50,22,60 piler 18 m,18m,575,June Svensen,Lillestrøm & Omegn Bueskyttere,,2013-01-15,https://rekord.bueskyting.no/rekord.php?rundeid=22&divisjon=Compound
Compound,Damer 50,22,60 piler 18 m,Lag,1629,,Fana Bueskytterklubb,"Eli Karin Dirdal Henrikse, Kjerstin Hoff, Solveig Lilletvedt",2023-03-02,https://rekord.bueskyting.no/rekord.php?rundeid=22&divisjon=Compound
Compound,Damer Senior,22,60 piler 18 m,18m,593,Sunniva Lislevand,Sandefjord Bueskyttere,,2018-12-12,https://rekord.bueskyting.no/rekord.php?rundeid=22&divisjon=Compound
Compound,Damer Senior,22,60 piler 18 m,Lag,1691,,Lillestrøm & Omegn Bueskyttere,"Kine Andersen, June Svensen, Kristine Storelv",2009-03-28,https://rekord.bueskyting.no/rekord.php?rundeid=22&divisjon=Compound
Compound,Damer U18,22,60 piler 18 m,18m,580,Runa Grydeland,Sandefjord Bueskyttere,,2011-10-09,https://rekord.bueskyting.no/rekord.php?rundeid=22&divisjon=Compound
Compound,Damer U18,22,60 piler 18 m,Lag,1638,,Sportsklubben Stoksund - Bueskyttergr.,"Ann I. Sundet, Mia Aakenes, Ida Guttelvik",2007-02-18,https://rekord.bueskyting.no/rekord.php?rundeid=22&divisjon=Compound
Compound,Damer U21,22,60 piler 18 m,18m,593,Sunniva Lislevand,Sandefjord Bueskyttere,,2018-12-12,https://rekord.bueskyting.no/rekord.php?rundeid=22&divisjon=Compound
Compound,Damer U21,22,60 piler 18 m,Lag,1503,,Sandefjord Bueskyttere,"Runa Grydeland, Isabella Ree, Laila Fevang",2012-11-20,https://rekord.bueskyting.no/rekord.php?rundeid=22&divisjon=Compound
Compound,Gutter U16,22,60 piler 18 m,18m,593,Sander Figved,Klepp Bueskyttere,,2017-11-11,https://rekord.bueskyting.no/rekord.php?rundeid=22&divisjon=Compound
Compound,Gutter U16,22,60 piler 18 m,Lag,1650,,Klepp Bueskyttere,"Sander Figved, Even Figved, Thomas Figved",2015-03-31,https://rekord.bueskyting.no/rekord.php?rundeid=22&divisjon=Compound
Compound,Herrer 50,22,60 piler 18 m,18m,589,Jon William Johnsen,Eidsvoll Bueskyttere,,2026-03-12,https://rekord.bueskyting.no/rekord.php?rundeid=22&divisjon=Compound
Compound,Herrer 50,22,60 piler 18 m,Lag,1716,,Solør Bueskyttere,"Eddie Asgeir Øyen, Lars Berg, Frank Hansen",2025-01-10,https://rekord.bueskyting.no/rekord.php?rundeid=22&divisjon=Compound
Compound,Herrer Senior,22,60 piler 18 m,18m,599,Anders Faugstad,Klepp Bueskyttere,,2019-04-16,https://rekord.bueskyting.no/rekord.php?rundeid=22&divisjon=Compound
Compound,Herrer Senior,22,60 piler 18 m,Lag,1781,,Klepp Bueskyttere,"Oddmund Tjentland, Njål Åmås, Anders Faugstad",2019-02-09,https://rekord.bueskyting.no/rekord.php?rundeid=22&divisjon=Compound
Compound,Herrer U18,22,60 piler 18 m,18m,590,Trym Isnes,Tønsberg & Omegn Bueskyttere,,2017-03-21,https://rekord.bueskyting.no/rekord.php?rundeid=22&divisjon=Compound
Compound,Herrer U18,22,60 piler 18 m,Lag,1714,,Klepp Bueskyttere,"Sander Figved, Even Figved, Anders Faugstad",2016-11-05,https://rekord.bueskyting.no/rekord.php?rundeid=22&divisjon=Compound
Compound,Herrer U21,22,60 piler 18 m,18m,599,Anders Faugstad,Klepp Bueskyttere,,2019-04-16,https://rekord.bueskyting.no/rekord.php?rundeid=22&divisjon=Compound
Compound,Herrer U21,22,60 piler 18 m,Lag,1729,,Klepp Bueskyttere,"Sander B. Figved, Anders Faugstad, Sander Sele",2019-12-29,https://rekord.bueskyting.no/rekord.php?rundeid=22&divisjon=Compound
Compound,Jenter U16,22,60 piler 18 m,18m,574,Oda Mølslett,Tustna IL - Bueskyttergruppe,,2013-04-03,https://rekord.bueskyting.no/rekord.php?rundeid=22&divisjon=Compound
Compound,Mix2 50+,22,60 piler 18 m,Lag,1104,,Fredrikstad Bueskyttere,"Trine Barrusten Slevig, Kai Otto Jensen",2026-03-19,https://rekord.bueskyting.no/rekord.php?rundeid=22&divisjon=Compound
Compound,Mix2 Senior,22,60 piler 18 m,Lag,1188,,Klepp Bueskyttere,"Sunniva Lislevand, Anders Faugstad",2019-04-16,https://rekord.bueskyting.no/rekord.php?rundeid=22&divisjon=Compound
Compound,Mix2 U16,22,60 piler 18 m,Lag,1141,,Tønsberg & Omegn Bueskyttere,"Oda Isnes, Emil Langved Jacobsen",2018-11-27,https://rekord.bueskyting.no/rekord.php?rundeid=22&divisjon=Compound
