divisjon,klasse,rundeid,rundenavn,aspekt,score,navn,klubb,medlemmer,dato,url
Barebow,Damer 50,3,Skandiarunde,20m,283,Inger F. Edvardsen,Hvaler IL - Bueskyttere,,2019-06-26,https://rekord.bueskyting.no/rekord.php?rundeid=3&divisjon=Barebow
Barebow,Damer 50,3,Skandiarunde,30m,258,Inger F. Edvardsen,Hvaler IL - Bueskyttere,,2017-06-04,https://rekord.bueskyting.no/rekord.php?rundeid=3&divisjon=Barebow
Barebow,Damer 50,3,Skandiarunde,40m,243,Inger F. Edvardsen,Hvaler IL - Bueskyttere,,2017-06-04,https://rekord.bueskyting.no/rekord.php?rundeid=3&divisjon=Barebow
Barebow,Damer 50,3,Skandiarunde,Total,783,Inger F. Edvardsen,Hvaler IL - Bueskyttere,,2017-06-04,https://rekord.bueskyting.no/rekord.php?rundeid=3&divisjon=Barebow
Barebow,Damer Senior,3,Skandiarunde,20m,290,Kristina Ingvaldsen,Klepp Bueskyttere,,2024-06-13,https://rekord.bueskyting.no/rekord.php?rundeid=3&divisjon=Barebow
Barebow,Damer Senior,3,Skandiarunde,30m,274,Kristina Ingvaldsen,Klepp Bueskyttere,,2024-06-13,https://rekord.bueskyting.no/rekord.php?rundeid=3&divisjon=Barebow
Barebow,Damer Senior,3,Skandiarunde,40m,260,Kristina Ingvaldsen,Klepp Bueskyttere,,2024-06-13,https://rekord.bueskyting.no/rekord.php?rundeid=3&divisjon=Barebow
Barebow,Damer Senior,3,Skandiarunde,Lag,2214,,Kongsvinger Bueskytterklubb,"Heidi Sørlie, Randi Filbakk, Thea Fuglerud",2025-10-10,https://rekord.bueskyting.no/rekord.php?rundeid=3&divisjon=Barebow
Barebow,Damer Senior,3,Skandiarunde,Total,824,Kristina Ingvaldsen,Klepp Bueskyttere,,2024-06-13,https://rekord.bueskyting.no/rekord.php?rundeid=3&divisjon=Barebow
Barebow,Damer U18,3,Skandiarunde,20m,262,Sara Sakura Syvertsen,Lillestrøm & Omegn Bueskyttere,,2022-05-31,https://rekord.bueskyting.no/rekord.php?rundeid=3&divisjon=Barebow
Barebow,Damer U18,3,Skandiarunde,25m,256,Ella S. Johnsrud,Kongsvinger Bueskytterklubb,,2026-05-19,https://rekord.bueskyting.no/rekord.php?rundeid=3&divisjon=Barebow
Barebow,Damer U18,3,Skandiarunde,30m,177,Marthe Wang Rørdan,Hamar og Omegn Bueskyttere,,2019-09-10,https://rekord.bueskyting.no/rekord.php?rundeid=3&divisjon=Barebow
Barebow,Damer U18,3,Skandiarunde,Total,572,Marte Wang Rørdam,Hamar og Omegn Bueskyttere,,2019-09-11,https://rekord.bueskyting.no/rekord.php?rundeid=3&divisjon=Barebow
Barebow,Damer U21,3,Skandiarunde,20m,263,Christin Sofie Wiklund,Bergen Bueskyttere,,2024-06-13,https://rekord.bueskyting.no/rekord.php?rundeid=3&divisjon=Barebow
Barebow,Damer U21,3,Skandiarunde,30m,234,Christin Sofie Wiklund,Bergen Bueskyttere,,2024-06-13,https://rekord.bueskyting.no/rekord.php?rundeid=3&divisjon=Barebow
Barebow,Damer U21,3,Skandiarunde,40m,200,Christin Sofie Wiklund,Bergen Bueskyttere,,2024-06-13,https://rekord.bueskyting.no/rekord.php?rundeid=3&divisjon=Barebow
Barebow,Damer U21,3,Skandiarunde,Total,697,Christin Sofie Wiklund,Bergen Bueskyttere,,2024-06-13,https://rekord.bueskyting.no/rekord.php?rundeid=3&divisjon=Barebow
Barebow,Gutter U16,3,Skandiarunde,15m,285,Odin Weidner,Fana Bueskytterklubb,,2024-06-13,https://rekord.bueskyting.no/rekord.php?rundeid=3&divisjon=Barebow
Barebow,Gutter U16,3,Skandiarunde,20m,265,Benjamin Storesund,Bergen Bueskyttere,,2022-06-16,https://rekord.bueskyting.no/rekord.php?rundeid=3&divisjon=Barebow
Barebow,Gutter U16,3,Skandiarunde,25m,250,Benjamin Storesund,Bergen Bueskyttere,,2022-06-16,https://rekord.bueskyting.no/rekord.php?rundeid=3&divisjon=Barebow
Barebow,Gutter U16,3,Skandiarunde,Total,794,Odin Weidner,Fana Bueskytterklubb,,2024-06-13,https://rekord.bueskyting.no/rekord.php?rundeid=3&divisjon=Barebow
Barebow,Herrer 50,3,Skandiarunde,20m,293,Terje Bøe,Sandefjord Bueskyttere,,2018-07-30,https://rekord.bueskyting.no/rekord.php?rundeid=3&divisjon=Barebow
Barebow,Herrer 50,3,Skandiarunde,30m,281,Rune Edvardsen,Hvaler IL - Bueskyttere,,2019-06-26,https://rekord.bueskyting.no/rekord.php?rundeid=3&divisjon=Barebow
Barebow,Herrer 50,3,Skandiarunde,40m,266,Terje Bøe,Sandefjord Bueskyttere,,2018-05-20,https://rekord.bueskyting.no/rekord.php?rundeid=3&divisjon=Barebow
Barebow,Herrer 50,3,Skandiarunde,Lag,2362,,Fana Bueskytterklubb,"Etti Zuliani, Victor Archer Hoff, Rune Nygård",2023-06-08,https://rekord.bueskyting.no/rekord.php?rundeid=3&divisjon=Barebow
Barebow,Herrer 50,3,Skandiarunde,Total,839,Rune Edvardsen,Hvaler IL - Bueskyttere,,2019-06-26,https://rekord.bueskyting.no/rekord.php?rundeid=3&divisjon=Barebow
Barebow,Herrer Senior,3,Skandiarunde,20m,297,Lars Marius Sørlie,Kongsvinger Bueskytterklubb,,2026-05-19,https://rekord.bueskyting.no/rekord.php?rundeid=3&divisjon=Barebow
Barebow,Herrer Senior,3,Skandiarunde,30m,293,Lars Marius Sørlie,Kongsvinger Bueskytterklubb,,2025-10-10,https://rekord.bueskyting.no/rekord.php?rundeid=3&divisjon=Barebow
Barebow,Herrer Senior,3,Skandiarunde,40m,273,Lars Marius Sørlie,Kongsvinger Bueskytterklubb,,2023-05-23,https://rekord.bueskyting.no/rekord.php?rundeid=3&divisjon=Barebow
Barebow,Herrer Senior,3,Skandiarunde,Lag,2441,,Kongsvinger Bueskytterklubb,"Lars Marius Sørlie, Martin Adsen, Roy Utgaard",2025-06-03,https://rekord.bueskyting.no/rekord.php?rundeid=3&divisjon=Barebow
Barebow,Herrer Senior,3,Skandiarunde,Total,860,Lars Marius Sørlie,Kongsvinger Bueskytterklubb,,2025-10-10,https://rekord.bueskyting.no/rekord.php?rundeid=3&divisjon=Barebow
Barebow,Herrer U18,3,Skandiarunde,20m,296,Timéo-Johannes Groentjes,Lillehammer Bueskytterklubb,,2025-10-10,https://rekord.bueskyting.no/rekord.php?rundeid=3&divisjon=Barebow
Barebow,Herrer U18,3,Skandiarunde,25m,285,Timéo-Johannes Groentjes,Lillehammer Bueskytterklubb,,2025-06-03,https://rekord.bueskyting.no/rekord.php?rundeid=3&divisjon=Barebow
Barebow,Herrer U18,3,Skandiarunde,30m,279,Timéo-Johannes Groentjes,Lillehammer Bueskytterklubb,,2025-10-10,https://rekord.bueskyting.no/rekord.php?rundeid=3&divisjon=Barebow
Barebow,Herrer U18,3,Skandiarunde,Total,842,Timéo-Johannes Groentjes,Lillehammer Bueskytterklubb,,2025-06-03,https://rekord.bueskyting.no/rekord.php?rundeid=3&divisjon=Barebow
Barebow,Herrer U21,3,Skandiarunde,20m,296,Timéo-Johannes Groentjes,Lillehammer Bueskytterklubb,,2025-10-10,https://rekord.bueskyting.no/rekord.php?rundeid=3&divisjon=Barebow
Barebow,Herrer U21,3,Skandiarunde,30m,281,Timéo-Johannes Groentjes,Lillehammer Bueskytterklubb,,2026-05-19,https://rekord.bueskyting.no/rekord.php?rundeid=3&divisjon=Barebow
Barebow,Herrer U21,3,Skandiarunde,40m,269,Timéo-Johannes Groentjes,Lillehammer Bueskytterklubb,,2026-05-19,https://rekord.bueskyting.no/rekord.php?rundeid=3&divisjon=Barebow
Barebow,Herrer U21,3,Skandiarunde,Total,839,Timéo-Johannes Groentjes,Lillehammer Bueskytterklubb,,2025-05-19,https://rekord.bueskyting.no/rekord.php?rundeid=3&divisjon=Barebow
Barebow,Jenter U16,3,Skandiarunde,15m,285,Ella S. Johnsrud,Kongsvinger Bueskytterklubb,,2026-05-19,https://rekord.bueskyting.no/rekord.php?rundeid=3&divisjon=Barebow
Barebow,Jenter U16,3,Skandiarunde,20m,262,Sara Sakura Syvertsen,Lillestrøm & Omegn Bueskyttere,,2022-05-31,https://rekord.bueskyting.no/rekord.php?rundeid=3&divisjon=Barebow
Barebow,Jenter U16,3,Skandiarunde,25m,256,Ella S. Johnsrud,Kongsvinger Bueskytterklubb,,2026-05-19,https://rekord.bueskyting.no/rekord.php?rundeid=3&divisjon=Barebow
Barebow,Jenter U16,3,Skandiarunde,Total,785,Ella S. Johnsrud,Kongsvinger Bueskytterklubb,,2026-05-19,https://rekord.bueskyting.no/rekord.php?rundeid=3&divisjon=Barebow
Barebow,Mix2 50+,3,Skandiarunde,Lag,1583,,Hvaler IL - Bueskyttere,"Inger F. Edvardsen, Rune Edvardsen",2019-06-26,https://rekord.bueskyting.no/rekord.php?rundeid=3&divisjon=Barebow
Barebow,Mix2 Senior,3,Skandiarunde,Lag,1648,,Kongsvinger Bueskytterklubb,"Heidi Sørlie, Lars Marius Sørlie",2024-05-14,https://rekord.bueskyting.no/rekord.php?rundeid=3&divisjon=Barebow
Barebow,Damer 50,4,Norgesrunde,30m,446,Veslemøy Myrstad,Lillestrøm & Omegn Bueskyttere,,2019-09-08,https://rekord.bueskyting.no/rekord.php?rundeid=4&divisjon=Barebow
Barebow,Damer Senior,4,Norgesrunde,30m,579,Cecilie Skodje,Vigra IL - Bueskyttere,,2021-07-19,https://rekord.bueskyting.no/rekord.php?rundeid=4&divisjon=Barebow
Barebow,Damer U21,4,Norgesrunde,30m,230,Susanne Lüthcke Salcedo,Oslo Bueskyttere,,2020-09-23,https://rekord.bueskyting.no/rekord.php?rundeid=4&divisjon=Barebow
Barebow,Gutter U16,4,Norgesrunde,20m,528,Eimund Langerud Røed,Moss Bueskyttere,,2023-09-22,https://rekord.bueskyting.no/rekord.php?rundeid=4&divisjon=Barebow
Barebow,Herrer 50,4,Norgesrunde,30m,615,Knut Kjeverud,Hamar og Omegn Bueskyttere,,2026-05-17,https://rekord.bueskyting.no/rekord.php?rundeid=4&divisjon=Barebow
Barebow,Herrer Senior,4,Norgesrunde,30m,642,Lars Marius Sørlie,Kongsvinger Bueskytterklubb,,2026-05-17,https://rekord.bueskyting.no/rekord.php?rundeid=4&divisjon=Barebow
Barebow,Herrer Senior,4,Norgesrunde,Lag,1624,,Oslo Bueskyttere,"Daniel Hatfield, Paul-Andre Waale, Gøran Rønne",2020-09-23,https://rekord.bueskyting.no/rekord.php?rundeid=4&divisjon=Barebow
Barebow,Herrer U18,4,Norgesrunde,30m,605,Timéo-Johannes Groentjes,Lillehammer Bueskytterklubb,,2025-09-05,https://rekord.bueskyting.no/rekord.php?rundeid=4&divisjon=Barebow
Barebow,Herrer U21,4,Norgesrunde,30m,605,Timéo-Johannes Groentjes,Lillehammer Bueskytterklubb,,2025-09-05,https://rekord.bueskyting.no/rekord.php?rundeid=4&divisjon=Barebow
Barebow,Jenter U16,4,Norgesrunde,20m,510,Helene Larsen,Lillestrøm & Omegn Bueskyttere,,2021-09-17,https://rekord.bueskyting.no/rekord.php?rundeid=4&divisjon=Barebow
Barebow,Mix2 Senior,4,Norgesrunde,Lag,1163,,Kongsvinger Bueskytterklubb,"Heidi Sørlie, Lars Marius Sørlie",2026-05-17,https://rekord.bueskyting.no/rekord.php?rundeid=4&divisjon=Barebow
Barebow,Mix2 U16,4,Norgesrunde,Lag,566,,Oslo Bueskyttere,"Susanne Lüthcke Salcedo, Lukas Tonessønn Meiland",2020-09-23,https://rekord.bueskyting.no/rekord.php?rundeid=4&divisjon=Barebow
Barebow,Mix2 U18,4,Norgesrunde,Lag,566,,Oslo Bueskyttere,"Susanne Lüthcke Salcedo, Lukas Tonessønn Meiland",2020-09-23,https://rekord.bueskyting.no/rekord.php?rundeid=4&divisjon=Barebow
Barebow,Mix2 U21,4,Norgesrunde,Lag,566,,Oslo Bueskyttere,"Susanne Lüthcke Salcedo, Lukas Tonessønn Meiland",2020-09-23,https://rekord.bueskyting.no/rekord.php?rundeid=4&divisjon=Barebow
Barebow,Damer 50,5,1440-runde,20m,324,Inger F. Edvardsen,Hvaler IL - Bueskyttere,,2016-06-14,https://rekord.bueskyting.no/rekord.php?rundeid=5&divisjon=Barebow
Barebow,Damer 50,5,1440-runde,30m,269,Inger F. Edvardsen,Hvaler IL - Bueskyttere,,2016-06-14,https://rekord.bueskyting.no/rekord.php?rundeid=5&divisjon=Barebow
Barebow,Damer 50,5,1440-runde,40m,308,Inger F. Edvardsen,Hvaler IL - Bueskyttere,,2016-06-14,https://rekord.bueskyting.no/rekord.php?rundeid=5&divisjon=Barebow
Barebow,Damer 50,5,1440-runde,50m,262,Inger F. Edvardsen,Hvaler IL - Bueskyttere,,2016-06-14,https://rekord.bueskyting.no/rekord.php?rundeid=5&divisjon=Barebow
Barebow,Damer 50,5,1440-runde,Total,1163,Inger F. Edvardsen,Hvaler IL - Bueskyttere,,2016-06-14,https://rekord.bueskyting.no/rekord.php?rundeid=5&divisjon=Barebow
Barebow,Damer Senior,5,1440-runde,20m,335,Kristina Ingvaldsen,Klepp Bueskyttere,,2024-08-02,https://rekord.bueskyting.no/rekord.php?rundeid=5&divisjon=Barebow
Barebow,Damer Senior,5,1440-runde,30m,316,Cecilie Skodje,Vigra IL - Bueskyttere,,2023-06-30,https://rekord.bueskyting.no/rekord.php?rundeid=5&divisjon=Barebow
Barebow,Damer Senior,5,1440-runde,40m,323,Cecilie Skodje,Vigra IL - Bueskyttere,,2023-06-30,https://rekord.bueskyting.no/rekord.php?rundeid=5&divisjon=Barebow
Barebow,Damer Senior,5,1440-runde,50m,306,Cecilie Skodje,Vigra IL - Bueskyttere,,2023-06-30,https://rekord.bueskyting.no/rekord.php?rundeid=5&divisjon=Barebow
Barebow,Damer Senior,5,1440-runde,Total,1276,Cecilie Skodje,Vigra IL - Bueskyttere,,2023-06-30,https://rekord.bueskyting.no/rekord.php?rundeid=5&divisjon=Barebow
Barebow,Damer U18,5,1440-runde,20m,276,Maiken M. Eriksen,Kodal Bueskyttere,,2022-07-01,https://rekord.bueskyting.no/rekord.php?rundeid=5&divisjon=Barebow
Barebow,Damer U18,5,1440-runde,25m,279,Maiken M. Eriksen,Kodal Bueskyttere,,2022-07-01,https://rekord.bueskyting.no/rekord.php?rundeid=5&divisjon=Barebow
Barebow,Damer U18,5,1440-runde,30m,287,Maiken M. Eriksen,Kodal Bueskyttere,,2022-07-01,https://rekord.bueskyting.no/rekord.php?rundeid=5&divisjon=Barebow
Barebow,Damer U18,5,1440-runde,40m,255,Maiken M. Eriksen,Kodal Bueskyttere,,2022-07-01,https://rekord.bueskyting.no/rekord.php?rundeid=5&divisjon=Barebow
Barebow,Damer U18,5,1440-runde,Total,1097,Maiken M. Eriksen,Kodal Bueskyttere,,2022-07-01,https://rekord.bueskyting.no/rekord.php?rundeid=5&divisjon=Barebow
Barebow,Damer U21,5,1440-runde,20m,276,Maiken M. Eriksen,Kodal Bueskyttere,,2022-07-01,https://rekord.bueskyting.no/rekord.php?rundeid=5&divisjon=Barebow
Barebow,Damer U21,5,1440-runde,30m,287,Maiken M. Eriksen,Kodal Bueskyttere,,2022-07-01,https://rekord.bueskyting.no/rekord.php?rundeid=5&divisjon=Barebow
Barebow,Damer U21,5,1440-runde,40m,255,Maiken M. Eriksen,Kodal Bueskyttere,,2022-07-01,https://rekord.bueskyting.no/rekord.php?rundeid=5&divisjon=Barebow
Barebow,Gutter U16,5,1440-runde,15m,321,Adrian A. Rutledal,Larvik Bueskyttere,,2014-06-17,https://rekord.bueskyting.no/rekord.php?rundeid=5&divisjon=Barebow
Barebow,Gutter U16,5,1440-runde,20m,317,Adrian A. Rutledal,Larvik Bueskyttere,,2014-06-17,https://rekord.bueskyting.no/rekord.php?rundeid=5&divisjon=Barebow
Barebow,Gutter U16,5,1440-runde,25m,328,Adrian A. Rutledal,Larvik Bueskyttere,,2014-06-17,https://rekord.bueskyting.no/rekord.php?rundeid=5&divisjon=Barebow
Barebow,Gutter U16,5,1440-runde,30m,309,Adrian A. Rutledal,Larvik Bueskyttere,,2015-06-16,https://rekord.bueskyting.no/rekord.php?rundeid=5&divisjon=Barebow
Barebow,Gutter U16,5,1440-runde,Total,1256,Adrian A. Rutledal,Larvik Bueskyttere,,2014-06-17,https://rekord.bueskyting.no/rekord.php?rundeid=5&divisjon=Barebow
Barebow,Herrer 50,5,1440-runde,20m,343,Terje Bøe,Sandefjord Bueskyttere,,2018-06-19,https://rekord.bueskyting.no/rekord.php?rundeid=5&divisjon=Barebow
Barebow,Herrer 50,5,1440-runde,30m,330,Terje Bøe,Sandefjord Bueskyttere,,2018-06-19,https://rekord.bueskyting.no/rekord.php?rundeid=5&divisjon=Barebow
Barebow,Herrer 50,5,1440-runde,40m,317,Terje Bøe,Sandefjord Bueskyttere,,2020-09-02,https://rekord.bueskyting.no/rekord.php?rundeid=5&divisjon=Barebow
Barebow,Herrer 50,5,1440-runde,50m,309,Terje Bøe,Sandefjord Bueskyttere,,2020-09-02,https://rekord.bueskyting.no/rekord.php?rundeid=5&divisjon=Barebow
Barebow,Herrer 50,5,1440-runde,Lag,3119,,Sandefjord Bueskyttere,"Johny Sandbæk, Kjell Bøe, Jan Askeland",2015-06-16,https://rekord.bueskyting.no/rekord.php?rundeid=5&divisjon=Barebow
Barebow,Herrer 50,5,1440-runde,Total,1277,Terje Bøe,Sandefjord Bueskyttere,,2018-06-19,https://rekord.bueskyting.no/rekord.php?rundeid=5&divisjon=Barebow
Barebow,Herrer Senior,5,1440-runde,20m,343,Terje Bøe,Sandefjord Bueskyttere,,2018-06-19,https://rekord.bueskyting.no/rekord.php?rundeid=5&divisjon=Barebow
Barebow,Herrer Senior,5,1440-runde,30m,330,Terje Bøe,Sandefjord Bueskyttere,,2018-06-19,https://rekord.bueskyting.no/rekord.php?rundeid=5&divisjon=Barebow
Barebow,Herrer Senior,5,1440-runde,40m,319,Johny Sandbæk,Sandefjord Bueskyttere,,2011-06-11,https://rekord.bueskyting.no/rekord.php?rundeid=5&divisjon=Barebow
Barebow,Herrer Senior,5,1440-runde,50m,309,Terje Bøe,Sandefjord Bueskyttere,,2020-09-02,https://rekord.bueskyting.no/rekord.php?rundeid=5&divisjon=Barebow
Barebow,Herrer Senior,5,1440-runde,Lag,3592,,Fana Bueskytterklubb,"Torbjørn Klever, Bjørn Cato Knutsen, Rune Nygård",2023-06-09,https://rekord.bueskyting.no/rekord.php?rundeid=5&divisjon=Barebow
Barebow,Herrer Senior,5,1440-runde,Total,1277,Terje Bøe,Sandefjord Bueskyttere,,2018-06-19,https://rekord.bueskyting.no/rekord.php?rundeid=5&divisjon=Barebow
Barebow,Herrer U18,5,1440-runde,20m,320,Adrian A. Rutledal,Larvik Bueskyttere,,2016-06-14,https://rekord.bueskyting.no/rekord.php?rundeid=5&divisjon=Barebow
Barebow,Herrer U18,5,1440-runde,30m,293,Christoffer Bjelland,Larvik Bueskyttere,,2009-06-06,https://rekord.bueskyting.no/rekord.php?rundeid=5&divisjon=Barebow
Barebow,Herrer U18,5,1440-runde,40m,303,Christoffer Bjelland,Larvik Bueskyttere,,2009-06-06,https://rekord.bueskyting.no/rekord.php?rundeid=5&divisjon=Barebow
Barebow,Herrer U18,5,1440-runde,Total,1137,Christoffer Bjelland,Larvik Bueskyttere,,2009-06-06,https://rekord.bueskyting.no/rekord.php?rundeid=5&divisjon=Barebow
Barebow,Herrer U21,5,1440-runde,20m,300,Rune Schelander,Sandefjord Bueskyttere,,2013-06-18,https://rekord.bueskyting.no/rekord.php?rundeid=5&divisjon=Barebow
Barebow,Herrer U21,5,1440-runde,30m,293,Christoffer Bjelland,Larvik Bueskyttere,,2009-06-06,https://rekord.bueskyting.no/rekord.php?rundeid=5&divisjon=Barebow
Barebow,Herrer U21,5,1440-runde,40m,303,Christoffer Bjelland,Larvik Bueskyttere,,2009-06-06,https://rekord.bueskyting.no/rekord.php?rundeid=5&divisjon=Barebow
Barebow,Herrer U21,5,1440-runde,50m,248,Christoffer Bjelland,Larvik Bueskyttere,,2009-06-06,https://rekord.bueskyting.no/rekord.php?rundeid=5&divisjon=Barebow
Barebow,Herrer U21,5,1440-runde,Total,1137,Christoffer Bjelland,Larvik Bueskyttere,,2009-06-06,https://rekord.bueskyting.no/rekord.php?rundeid=5&divisjon=Barebow
Barebow,Jenter U16,5,1440-runde,20m,276,Maiken M. Eriksen,Kodal Bueskyttere,,2022-07-01,https://rekord.bueskyting.no/rekord.php?rundeid=5&divisjon=Barebow
Barebow,Jenter U16,5,1440-runde,25m,279,Maiken M. Eriksen,Kodal Bueskyttere,,2022-07-01,https://rekord.bueskyting.no/rekord.php?rundeid=5&divisjon=Barebow
Barebow,Jenter U16,5,1440-runde,30m,287,Maiken M. Eriksen,Kodal Bueskyttere,,2022-07-01,https://rekord.bueskyting.no/rekord.php?rundeid=5&divisjon=Barebow
Barebow,Mix2 50+,5,1440-runde,Lag,2265,,Hvaler IL - Bueskyttere,"Inger F. Edvardsen, Rune Edvardsen",2019-08-06,https://rekord.bueskyting.no/rekord.php?rundeid=5&divisjon=Barebow
Barebow,Mix2 Senior,5,1440-runde,Lag,2352,,Bergen Bueskyttere,"Janne M. Brantzaeg, Henrik Hoelgaard",2020-05-26,https://rekord.bueskyting.no/rekord.php?rundeid=5&divisjon=Barebow
Barebow,Mix2 U16,5,1440-runde,Lag,1825,,Fana Bueskytterklubb,"Nicoline Olsen, Odin Weidner",2024-06-14,https://rekord.bueskyting.no/rekord.php?rundeid=5&divisjon=Barebow
Barebow,Mix2 U18,5,1440-runde,Lag,2050,,Kodal Bueskyttere,"Maiken M. Eriksen, Jesper M. Eriksen",2022-07-01,https://rekord.bueskyting.no/rekord.php?rundeid=5&divisjon=Barebow
Barebow,Damer Senior,6,1/2 1440-runde,20m,135,Heidi Eilertsen,Farsund IL - Bueskyttere,,2009-06-24,https://rekord.bueskyting.no/rekord.php?rundeid=6&divisjon=Barebow
Barebow,Damer Senior,6,1/2 1440-runde,30m,120,Marny Strømland,Fana Bueskytterklubb,,2016-05-24,https://rekord.bueskyting.no/rekord.php?rundeid=6&divisjon=Barebow
Barebow,Damer Senior,6,1/2 1440-runde,40m,121,Irene Birgitta Solberg,Sverresborg Bueskyttere,,2025-10-09,https://rekord.bueskyting.no/rekord.php?rundeid=6&divisjon=Barebow
Barebow,Damer Senior,6,1/2 1440-runde,50m,106,Irene Birgitta Solberg,Sverresborg Bueskyttere,,2025-10-09,https://rekord.bueskyting.no/rekord.php?rundeid=6&divisjon=Barebow
Barebow,Damer Senior,6,1/2 1440-runde,Total,462,Marny Strømland,Fana Bueskytterklubb,,2016-05-24,https://rekord.bueskyting.no/rekord.php?rundeid=6&divisjon=Barebow
Barebow,Gutter U16,6,1/2 1440-runde,15m,154,Rune Underdal Vik,Fana Bueskytterklubb,,2024-08-02,https://rekord.bueskyting.no/rekord.php?rundeid=6&divisjon=Barebow
Barebow,Gutter U16,6,1/2 1440-runde,20m,130,Rune Underdal Vik,Fana Bueskytterklubb,,2024-08-02,https://rekord.bueskyting.no/rekord.php?rundeid=6&divisjon=Barebow
Barebow,Gutter U16,6,1/2 1440-runde,25m,124,Rune Underdal Vik,Fana Bueskytterklubb,,2024-08-02,https://rekord.bueskyting.no/rekord.php?rundeid=6&divisjon=Barebow
Barebow,Gutter U16,6,1/2 1440-runde,30m,110,Rune Underdal Vik,Fana Bueskytterklubb,,2024-08-02,https://rekord.bueskyting.no/rekord.php?rundeid=6&divisjon=Barebow
Barebow,Gutter U16,6,1/2 1440-runde,Total,518,Rune Underdal Vik,Fana Bueskytterklubb,,2024-08-02,https://rekord.bueskyting.no/rekord.php?rundeid=6&divisjon=Barebow
Barebow,Herrer 50,6,1/2 1440-runde,20m,156,Svein-Ole Sjøtun,Lillestrøm & Omegn Bueskyttere,,2023-09-29,https://rekord.bueskyting.no/rekord.php?rundeid=6&divisjon=Barebow
Barebow,Herrer 50,6,1/2 1440-runde,30m,140,Svein-Ole Sjøtun,Lillestrøm & Omegn Bueskyttere,,2023-09-29,https://rekord.bueskyting.no/rekord.php?rundeid=6&divisjon=Barebow
Barebow,Herrer 50,6,1/2 1440-runde,40m,151,Johny Sandbæk,Sandefjord Bueskyttere,,2016-07-13,https://rekord.bueskyting.no/rekord.php?rundeid=6&divisjon=Barebow
Barebow,Herrer 50,6,1/2 1440-runde,50m,144,Svein-Ole Sjøtun,Lillestrøm & Omegn Bueskyttere,,2023-09-29,https://rekord.bueskyting.no/rekord.php?rundeid=6&divisjon=Barebow
Barebow,Herrer 50,6,1/2 1440-runde,Total,588,Svein-Ole Sjøtun,Lillestrøm & Omegn Bueskyttere,,2023-09-29,https://rekord.bueskyting.no/rekord.php?rundeid=6&divisjon=Barebow
Barebow,Herrer Senior,6,1/2 1440-runde,20m,172,Lars Marius Sørlie,Kongsvinger Bueskytterklubb,,2025-10-09,https://rekord.bueskyting.no/rekord.php?rundeid=6&divisjon=Barebow
Barebow,Herrer Senior,6,1/2 1440-runde,30m,166,Lars Marius Sørlie,Kongsvinger Bueskytterklubb,,2025-10-09,https://rekord.bueskyting.no/rekord.php?rundeid=6&divisjon=Barebow
Barebow,Herrer Senior,6,1/2 1440-runde,40m,164,Morten Schelander,Sandefjord Bueskyttere,,2016-07-13,https://rekord.bueskyting.no/rekord.php?rundeid=6&divisjon=Barebow
Barebow,Herrer Senior,6,1/2 1440-runde,50m,148,Nathan Lediard,Surnadal IL - Bueskyttergruppe,,2010-07-08,https://rekord.bueskyting.no/rekord.php?rundeid=6&divisjon=Barebow
Barebow,Herrer Senior,6,1/2 1440-runde,Lag,1673,,Sandefjord Bueskyttere,"Morten Schelander, Kjell Bøe, Johny Sandbæk",2016-07-13,https://rekord.bueskyting.no/rekord.php?rundeid=6&divisjon=Barebow
Barebow,Herrer Senior,6,1/2 1440-runde,Total,631,Lars Marius Sørlie,Kongsvinger Bueskytterklubb,,2025-10-09,https://rekord.bueskyting.no/rekord.php?rundeid=6&divisjon=Barebow
Barebow,Herrer U18,6,1/2 1440-runde,20m,156,Timéo-Johannes Groentjes,Lillehammer Bueskytterklubb,,2025-10-09,https://rekord.bueskyting.no/rekord.php?rundeid=6&divisjon=Barebow
Barebow,Herrer U18,6,1/2 1440-runde,30m,151,Timéo-Johannes Groentjes,Lillehammer Bueskytterklubb,,2025-10-09,https://rekord.bueskyting.no/rekord.php?rundeid=6&divisjon=Barebow
Barebow,Herrer U18,6,1/2 1440-runde,40m,148,Timéo-Johannes Groentjes,Lillehammer Bueskytterklubb,,2025-10-09,https://rekord.bueskyting.no/rekord.php?rundeid=6&divisjon=Barebow
Barebow,Herrer U18,6,1/2 1440-runde,50m,138,Timéo-Johannes Groentjes,Lillehammer Bueskytterklubb,,2025-10-09,https://rekord.bueskyting.no/rekord.php?rundeid=6&divisjon=Barebow
Barebow,Herrer U18,6,1/2 1440-runde,Total,593,Timéo-Johannes Groentjes,Lillehammer Bueskytterklubb,,2025-10-09,https://rekord.bueskyting.no/rekord.php?rundeid=6&divisjon=Barebow
Barebow,Herrer U21,6,1/2 1440-runde,20m,156,Timéo-Johannes Groentjes,Lillehammer Bueskytterklubb,,2025-10-09,https://rekord.bueskyting.no/rekord.php?rundeid=6&divisjon=Barebow
Barebow,Herrer U21,6,1/2 1440-runde,30m,151,Timéo-Johannes Groentjes,Lillehammer Bueskytterklubb,,2025-10-09,https://rekord.bueskyting.no/rekord.php?rundeid=6&divisjon=Barebow
Barebow,Herrer U21,6,1/2 1440-runde,40m,148,Timéo-Johannes Groentjes,Lillehammer Bueskytterklubb,,2025-10-09,https://rekord.bueskyting.no/rekord.php?rundeid=6&divisjon=Barebow
