divisjon,klasse,rundeid,rundenavn,inne_ute,aspekt,avstand,skive,url
Compound,Mix2 U21,4,Norgesrunde,Ute,Total (lagskår),50 m,80 cm (5–10),https://rekord.bueskyting.no/rekord.php?rundeid=4&divisjon=Compound
Compound,Mix2 U18,4,Norgesrunde,Ute,Total (lagskår),50 m,80 cm (5–10),https://rekord.bueskyting.no/rekord.php?rundeid=4&divisjon=Compound
Compound,Mix2 U16,4,Norgesrunde,Ute,Total (lagskår),30 m,80 cm (5–10),https://rekord.bueskyting.no/rekord.php?rundeid=4&divisjon=Compound
Compound,Lag Damer Senior,4,Norgesrunde,Ute,Total (lagskår),50 m,80 cm (5–10),https://rekord.bueskyting.no/rekord.php?rundeid=4&divisjon=Compound
Compound,Lag Herrer Senior,4,Norgesrunde,Ute,Total (lagskår),50 m,80 cm (5–10),https://rekord.bueskyting.no/rekord.php?rundeid=4&divisjon=Compound
Compound,Lag Damer 50,4,Norgesrunde,Ute,Total (lagskår),50 m,80 cm (5–10),https://rekord.bueskyting.no/rekord.php?rundeid=4&divisjon=Compound
Compound,Lag Herrer 50,4,Norgesrunde,Ute,Total (lagskår),50 m,80 cm (5–10),https://rekord.bueskyting.no/rekord.php?rundeid=4&divisjon=Compound
Compound,Lag Damer U21,4,Norgesrunde,Ute,Total (lagskår),50 m,80 cm (5–10),https://rekord.bueskyting.no/rekord.php?rundeid=4&divisjon=Compound
Compound,Lag Herrer U21,4,Norgesrunde,Ute,Total (lagskår),50 m,80 cm (5–10),https://rekord.bueskyting.no/rekord.php?rundeid=4&divisjon=Compound
Compound,Lag Damer U18,4,Norgesrunde,Ute,Total (lagskår),50 m,80 cm (5–10),https://rekord.bueskyting.no/rekord.php?rundeid=4&divisjon=Compound
Compound,Lag Herrer U18,4,Norgesrunde,Ute,Total (lagskår),50 m,80 cm (5–10),https://rekord.bueskyting.no/rekord.php?rundeid=4&divisjon=Compound
Compound,Lag Jenter U16,4,Norgesrunde,Ute,Total (lagskår),30 m,80 cm (5–10),https://rekord.bueskyting.no/rekord.php?rundeid=4&divisjon=Compound
Compound,Lag Gutter U16,4,Norgesrunde,Ute,Total (lagskår),30 m,80 cm (5–10),https://rekord.bueskyting.no/rekord.php?rundeid=4&divisjon=Compound
Compound,Damer Senior,5,1440-runde,Ute,70 m,70 m,80 cm (5–10),https://rekord.bueskyting.no/rekord.php?rundeid=5&divisjon=Compound
Compound,Damer Senior,5,1440-runde,Ute,60 m,60 m,80 cm (5–10),https://rekord.bueskyting.no/rekord.php?rundeid=5&divisjon=Compound
Compound,Damer Senior,5,1440-runde,Ute,50 m,50 m,80 cm (5–10),https://rekord.bueskyting.no/rekord.php?rundeid=5&divisjon=Compound
Compound,Damer Senior,5,1440-runde,Ute,30 m,30 m,80 cm (5–10),https://rekord.bueskyting.no/rekord.php?rundeid=5&divisjon=Compound
Compound,Damer Senior,5,1440-runde,Ute,Total,70/60/50/30 m,80 cm (5–10),https://rekord.bueskyting.no/rekord.php?rundeid=5&divisjon=Compound
Compound,Herrer Senior,5,1440-runde,Ute,90 m,90 m,80 cm (5–10),https://rekord.bueskyting.no/rekord.php?rundeid=5&divisjon=Compound
Compound,Herrer Senior,5,1440-runde,Ute,70 m,70 m,80 cm (5–10),https://rekord.bueskyting.no/rekord.php?rundeid=5&divisjon=Compound
Compound,Herrer Senior,5,1440-runde,Ute,50 m,50 m,80 cm (5–10),https://rekord.bueskyting.no/rekord.php?rundeid=5&divisjon=Compound
Compound,Herrer Senior,5,1440-runde,Ute,30 m,30 m,80 cm (5–10),https://rekord.bueskyting.no/rekord.php?rundeid=5&divisjon=Compound
Compound,Herrer Senior,5,1440-runde,Ute,Total,90/70/50/30 m,80 cm (5–10),https://rekord.bueskyting.no/rekord.php?rundeid=5&divisjon=Compound
Compound,Damer 50,5,1440-runde,Ute,60 m,60 m,80 cm (5–10),https://rekord.bueskyting.no/rekord.php?rundeid=5&divisjon=Compound
Compound,Damer 50,5,1440-runde,Ute,50 m,50 m,80 cm (5–10),https://rekord.bueskyting.no/rekord.php?rundeid=5&divisjon=Compound
Compound,Damer 50,5,1440-runde,Ute,40 m,40 m,80 cm (5–10),https://rekord.bueskyting.no/rekord.php?rundeid=5&divisjon=Compound
Compound,Damer 50,5,1440-runde,Ute,30 m,30 m,80 cm (5–10),https://rekord.bueskyting.no/rekord.php?rundeid=5&divisjon=Compound
Compound,Damer 50,5,1440-runde,Ute,Total,60/50/40/30 m,80 cm (5–10),https://rekord.bueskyting.no/rekord.php?rundeid=5&divisjon=Compound
Compound,Herrer 50,5,1440-runde,Ute,70 m,70 m,80 cm (5–10),https://rekord.bueskyting.no/rekord.php?rundeid=5&divisjon=Compound
Compound,Herrer 50,5,1440-runde,Ute,60 m,60 m,80 cm (5–10),https://rekord.bueskyting.no/rekord.php?rundeid=5&divisjon=Compound
Compound,Herrer 50,5,1440-runde,Ute,50 m,50 m,80 cm (5–10),https://rekord.bueskyting.no/rekord.php?rundeid=5&divisjon=Compound
Compound,Herrer 50,5,1440-runde,Ute,30 m,30 m,80 cm (5–10),https://rekord.bueskyting.no/rekord.php?rundeid=5&divisjon=Compound
Compound,Herrer 50,5,1440-runde,Ute,Total,70/60/50/30 m,80 cm (5–10),https://rekord.bueskyting.no/rekord.php?rundeid=5&divisjon=Compound
Compound,Damer U21,5,1440-runde,Ute,70 m,70 m,80 cm (5–10),https://rekord.bueskyting.no/rekord.php?rundeid=5&divisjon=Compound
Compound,Damer U21,5,1440-runde,Ute,60 m,60 m,80 cm (5–10),https://rekord.bueskyting.no/rekord.php?rundeid=5&divisjon=Compound
Compound,Damer U21,5,1440-runde,Ute,50 m,50 m,80 cm (5–10),https://rekord.bueskyting.no/rekord.php?rundeid=5&divisjon=Compound
Compound,Damer U21,5,1440-runde,Ute,30 m,30 m,80 cm (5–10),https://rekord.bueskyting.no/rekord.php?rundeid=5&divisjon=Compound
Compound,Damer U21,5,1440-runde,Ute,Total,70/60/50/30 m,80 cm (5–10),https://rekord.bueskyting.no/rekord.php?rundeid=5&divisjon=Compound
Compound,Herrer U21,5,1440-runde,Ute,90 m,90 m,80 cm (5–10),https://rekord.bueskyting.no/rekord.php?rundeid=5&divisjon=Compound
Compound,Herrer U21,5,1440-runde,Ute,70 m,70 m,80 cm (5–10),https://rekord.bueskyting.no/rekord.php?rundeid=5&divisjon=Compound
Compound,Herrer U21,5,1440-runde,Ute,50 m,50 m,80 cm (5–10),https://rekord.bueskyting.no/rekord.php?rundeid=5&divisjon=Compound
Compound,Herrer U21,5,1440-runde,Ute,30 m,30 m,80 cm (5–10),https://rekord.bueskyting.no/rekord.php?rundeid=5&divisjon=Compound
Compound,Herrer U21,5,1440-runde,Ute,Total,90/70/50/30 m,80 cm (5–10),https://rekord.bueskyting.no/rekord.php?rundeid=5&divisjon=Compound
Compound,Damer U18,5,1440-runde,Ute,60 m,60 m,80 cm (5–10),https://rekord.bueskyting.no/rekord.php?rundeid=5&divisjon=Compound
Compound,Damer U18,5,1440-runde,Ute,50 m,50 m,80 cm (5–10),https://rekord.bueskyting.no/rekord.php?rundeid=5&divisjon=Compound
Compound,Damer U18,5,1440-runde,Ute,40 m,40 m,80 cm (5–10),https://rekord.bueskyting.no/rekord.php?rundeid=5&divisjon=Compound
Compound,Damer U18,5,1440-runde,Ute,30 m,30 m,80 cm (5–10),https://rekord.bueskyting.no/rekord.php?rundeid=5&divisjon=Compound
Compound,Damer U18,5,1440-runde,Ute,Total,60/50/40/30 m,80 cm (5–10),https://rekord.bueskyting.no/rekord.php?rundeid=5&divisjon=Compound
Compound,Herrer U18,5,1440-runde,Ute,70 m,70 m,80 cm (5–10),https://rekord.bueskyting.no/rekord.php?rundeid=5&divisjon=Compound
Compound,Herrer U18,5,1440-runde,Ute,60 m,60 m,80 cm (5–10),https://rekord.bueskyting.no/rekord.php?rundeid=5&divisjon=Compound
Compound,Herrer U18,5,1440-runde,Ute,50 m,50 m,80 cm (5–10),https://rekord.bueskyting.no/rekord.php?rundeid=5&divisjon=Compound
Compound,Herrer U18,5,1440-runde,Ute,30 m,30 m,80 cm (5–10),https://rekord.bueskyting.no/rekord.php?rundeid=5&divisjon=Compound
Compound,Herrer U18,5,1440-runde,Ute,Total,70/60/50/30 m,80 cm (5–10),https://rekord.bueskyting.no/rekord.php?rundeid=5&divisjon=Compound
Compound,Jenter U16,5,1440-runde,Ute,50 m,50 m,80 cm (5–10),https://rekord.bueskyting.no/rekord.php?rundeid=5&divisjon=Compound
Compound,Jenter U16,5,1440-runde,Ute,40 m,40 m,80 cm (5–10),https://rekord.bueskyting.no/rekord.php?rundeid=5&divisjon=Compound
Compound,Jenter U16,5,1440-runde,Ute,30 m,30 m,80 cm (5–10),https://rekord.bueskyting.no/rekord.php?rundeid=5&divisjon=Compound
Compound,Jenter U16,5,1440-runde,Ute,20 m,20 m,80 cm (5–10),https://rekord.bueskyting.no/rekord.php?rundeid=5&divisjon=Compound
Compound,Jenter U16,5,1440-runde,Ute,Total,50/40/30/20 m,80 cm (5–10),https://rekord.bueskyting.no/rekord.php?rundeid=5&divisjon=Compound
Compound,Gutter U16,5,1440-runde,Ute,50 m,50 m,80 cm (5–10),https://rekord.bueskyting.no/rekord.php?rundeid=5&divisjon=Compound
Compound,Gutter U16,5,1440-runde,Ute,40 m,40 m,80 cm (5–10),https://rekord.bueskyting.no/rekord.php?rundeid=5&divisjon=Compound
Compound,Gutter U16,5,1440-runde,Ute,30 m,30 m,80 cm (5–10),https://rekord.bueskyting.no/rekord.php?rundeid=5&divisjon=Compound
Compound,Gutter U16,5,1440-runde,Ute,20 m,20 m,80 cm (5–10),https://rekord.bueskyting.no/rekord.php?rundeid=5&divisjon=Compound
Compound,Gutter U16,5,1440-runde,Ute,Total,50/40/30/20 m,80 cm (5–10),https://rekord.bueskyting.no/rekord.php?rundeid=5&divisjon=Compound
Compound,Mix2 Senior,5,1440-runde,Ute,Total (lagskår),90/70/50/30 m,80 cm (5–10),https://rekord.bueskyting.no/rekord.php?rundeid=5&divisjon=Compound
Compound,Mix2 50+,5,1440-runde,Ute,Total (lagskår),70/60/50/30 m,80 cm (5–10),https://rekord.bueskyting.no/rekord.php?rundeid=5&divisjon=Compound
Compound,Mix2 U21,5,1440-runde,Ute,Total (lagskår),90/70/50/30 m,80 cm (5–10),https://rekord.bueskyting.no/rekord.php?rundeid=5&divisjon=Compound
Compound,Mix2 U18,5,1440-runde,Ute,Total (lagskår),70/60/50/30 m,80 cm (5–10),https://rekord.bueskyting.no/rekord.php?rundeid=5&divisjon=Compound
Compound,Mix2 U16,5,1440-runde,Ute,Total (lagskår),50/40/30/20 m,80 cm (5–10),https://rekord.bueskyting.no/rekord.php?rundeid=5&divisjon=Compound
Compound,Lag Damer Senior,5,1440-runde,Ute,Total (lagskår),70/60/50/30 m,80 cm (5–10),https://rekord.bueskyting.no/rekord.php?rundeid=5&divisjon=Compound
Compound,Lag Herrer Senior,5,1440-runde,Ute,Total (lagskår),90/70/50/30 m,80 cm (5–10),https://rekord.bueskyting.no/rekord.php?rundeid=5&divisjon=Compound
Compound,Lag Damer 50,5,1440-runde,Ute,Total (lagskår),60/50/40/30 m,80 cm (5–10),https://rekord.bueskyting.no/rekord.php?rundeid=5&divisjon=Compound
Compound,Lag Herrer 50,5,1440-runde,Ute,Total (lagskår),70/60/50/30 m,80 cm (5–10),https://rekord.bueskyting.no/rekord.php?rundeid=5&divisjon=Compound
Compound,Lag Damer U21,5,1440-runde,Ute,Total (lagskår),70/60/50/30 m,80 cm (5–10),https://rekord.bueskyting.no/rekord.php?rundeid=5&divisjon=Compound
Compound,Lag Herrer U21,5,1440-runde,Ute,Total (lagskår),90/70/50/30 m,80 cm (5–10),https://rekord.bueskyting.no/rekord.php?rundeid=5&divisjon=Compound
Compound,Lag Damer U18,5,1440-runde,Ute,Total (lagskår),60/50/40/30 m,80 cm (5–10),https://rekord.bueskyting.no/rekord.php?rundeid=5&divisjon=Compound
Compound,Lag Herrer U18,5,1440-runde,Ute,Total (lagskår),70/60/50/30 m,80 cm (5–10),https://rekord.bueskyting.no/rekord.php?rundeid=5&divisjon=Compound
Compound,Lag Jenter U16,5,1440-runde,Ute,Total (lagskår),50/40/30/20 m,80 cm (5–10),https://rekord.bueskyting.no/rekord.php?rundeid=5&divisjon=Compound
Compound,Lag Gutter U16,5,1440-runde,Ute,Total (lagskår),50/40/30/20 m,80 cm (5–10),https://rekord.bueskyting.no/rekord.php?rundeid=5&divisjon=Compound
Compound,Damer Senior,6,½ 1440-runde,Ute,90 m,90 m,80 cm (5–10),https://rekord.bueskyting.no/rekord.php?rundeid=6&divisjon=Compound
Compound,Damer Senior,6,½ 1440-runde,Ute,70 m,70 m,80 cm (5–10),https://rekord.bueskyting.no/rekord.php?rundeid=6&divisjon=Compound
Compound,Damer Senior,6,½ 1440-runde,Ute,60 m,60 m,80 cm (5–10),https://rekord.bueskyting.no/rekord.php?rundeid=6&divisjon=Compound
Compound,Damer Senior,6,½ 1440-runde,Ute,50 m,50 m,80 cm (5–10),https://rekord.bueskyting.no/rekord.php?rundeid=6&divisjon=Compound
Compound,Damer Senior,6,½ 1440-runde,Ute,30 m,30 m,80 cm (5–10),https://rekord.bueskyting.no/rekord.php?rundeid=6&divisjon=Compound
Compound,Damer Senior,6,½ 1440-runde,Ute,Total,90/70/60/50/30 m,80 cm (5–10),https://rekord.bueskyting.no/rekord.php?rundeid=6&divisjon=Compound
Compound,Damer Senior,6,½ 1440-runde,Ute,Total 90 m,90 m,80 cm (5–10),https://rekord.bueskyting.no/rekord.php?rundeid=6&divisjon=Compound
Compound,Herrer Senior,6,½ 1440-runde,Ute,90 m,90 m,80 cm (5–10),https://rekord.bueskyting.no/rekord.php?rundeid=6&divisjon=Compound
Compound,Herrer Senior,6,½ 1440-runde,Ute,70 m,70 m,80 cm (5–10),https://rekord.bueskyting.no/rekord.php?rundeid=6&divisjon=Compound
Compound,Herrer Senior,6,½ 1440-runde,Ute,50 m,50 m,80 cm (5–10),https://rekord.bueskyting.no/rekord.php?rundeid=6&divisjon=Compound
Compound,Herrer Senior,6,½ 1440-runde,Ute,30 m,30 m,80 cm (5–10),https://rekord.bueskyting.no/rekord.php?rundeid=6&divisjon=Compound
Compound,Herrer Senior,6,½ 1440-runde,Ute,Total,90/70/50/30 m,80 cm (5–10),https://rekord.bueskyting.no/rekord.php?rundeid=6&divisjon=Compound
Compound,Damer 50,6,½ 1440-runde,Ute,60 m,60 m,80 cm (5–10),https://rekord.bueskyting.no/rekord.php?rundeid=6&divisjon=Compound
Compound,Damer 50,6,½ 1440-runde,Ute,50 m,50 m,80 cm (5–10),https://rekord.bueskyting.no/rekord.php?rundeid=6&divisjon=Compound
Compound,Damer 50,6,½ 1440-runde,Ute,40 m,40 m,80 cm (5–10),https://rekord.bueskyting.no/rekord.php?rundeid=6&divisjon=Compound
Compound,Damer 50,6,½ 1440-runde,Ute,30 m,30 m,80 cm (5–10),https://rekord.bueskyting.no/rekord.php?rundeid=6&divisjon=Compound
Compound,Damer 50,6,½ 1440-runde,Ute,Total,60/50/40/30 m,80 cm (5–10),https://rekord.bueskyting.no/rekord.php?rundeid=6&divisjon=Compound
Compound,Herrer 50,6,½ 1440-runde,Ute,70 m,70 m,80 cm (5–10),https://rekord.bueskyting.no/rekord.php?rundeid=6&divisjon=Compound
Compound,Herrer 50,6,½ 1440-runde,Ute,60 m,60 m,80 cm (5–10),https://rekord.bueskyting.no/rekord.php?rundeid=6&divisjon=Compound
Compound,Herrer 50,6,½ 1440-runde,Ute,50 m,50 m,80 cm (5–10),https://rekord.bueskyting.no/rekord.php?rundeid=6&divisjon=Compound
Compound,Herrer 50,6,½ 1440-runde,Ute,30 m,30 m,80 cm (5–10),https://rekord.bueskyting.no/rekord.php?rundeid=6&divisjon=Compound
Compound,Herrer 50,6,½ 1440-runde,Ute,Total,70/60/50/30 m,80 cm (5–10),https://rekord.bueskyting.no/rekord.php?rundeid=6&divisjon=Compound
Compound,Damer U21,6,½ 1440-runde,Ute,90 m,90 m,80 cm (5–10),https://rekord.bueskyting.no/rekord.php?rundeid=6&divisjon=Compound
Compound,Damer U21,6,½ 1440-runde,Ute,70 m,70 m,80 cm (5–10),https://rekord.bueskyting.no/rekord.php?rundeid=6&divisjon=Compound
Compound,Damer U21,6,½ 1440-runde,Ute,60 m,60 m,80 cm (5–10),https://rekord.bueskyting.no/rekord.php?rundeid=6&divisjon=Compound
Compound,Damer U21,6,½ 1440-runde,Ute,50 m,50 m,80 cm (5–10),https://rekord.bueskyting.no/rekord.php?rundeid=6&divisjon=Compound
Compound,Damer U21,6,½ 1440-runde,Ute,30 m,30 m,80 cm (5–10),https://rekord.bueskyting.no/rekord.php?rundeid=6&divisjon=Compound
Compound,Damer U21,6,½ 1440-runde,Ute,Total,90/70/60/50/30 m,80 cm (5–10),https://rekord.bueskyting.no/rekord.php?rundeid=6&divisjon=Compound
Compound,Damer U21,6,½ 1440-runde,Ute,Total 90 m,90 m,80 cm (5–10),https://rekord.bueskyting.no/rekord.php?rundeid=6&divisjon=Compound
Compound,Herrer U21,6,½ 1440-runde,Ute,90 m,90 m,80 cm (5–10),https://rekord.bueskyting.no/rekord.php?rundeid=6&divisjon=Compound
Compound,Herrer U21,6,½ 1440-runde,Ute,70 m,70 m,80 cm (5–10),https://rekord.bueskyting.no/rekord.php?rundeid=6&divisjon=Compound
Compound,Herrer U21,6,½ 1440-runde,Ute,50 m,50 m,80 cm (5–10),https://rekord.bueskyting.no/rekord.php?rundeid=6&divisjon=Compound
Compound,Herrer U21,6,½ 1440-runde,Ute,30 m,30 m,80 cm (5–10),https://rekord.bueskyting.no/rekord.php?rundeid=6&divisjon=Compound
Compound,Herrer U21,6,½ 1440-runde,Ute,Total,90/70/50/30 m,80 cm (5–10),https://rekord.bueskyting.no/rekord.php?rundeid=6&divisjon=Compound
Compound,Damer U18,6,½ 1440-runde,Ute,60 m,60 m,80 cm (5–10),https://rekord.bueskyting.no/rekord.php?rundeid=6&divisjon=Compound
Compound,Damer U18,6,½ 1440-runde,Ute,50 m,50 m,80 cm (5–10),https://rekord.bueskyting.no/rekord.php?rundeid=6&divisjon=Compound
Compound,Damer U18,6,½ 1440-runde,Ute,40 m,40 m,80 cm (5–10),https://rekord.bueskyting.no/rekord.php?rundeid=6&divisjon=Compound
Compound,Damer U18,6,½ 1440-runde,Ute,30 m,30 m,80 cm (5–10),https://rekord.bueskyting.no/rekord.php?rundeid=6&divisjon=Compound
Compound,Damer U18,6,½ 1440-runde,Ute,Total,60/50/40/30 m,80 cm (5–10),https://rekord.bueskyting.no/rekord.php?rundeid=6&divisjon=Compound
Compound,Herrer U18,6,½ 1440-runde,Ute,70 m,70 m,80 cm (5–10),https://rekord.bueskyting.no/rekord.php?rundeid=6&divisjon=Compound
Compound,Herrer U18,6,½ 1440-runde,Ute,60 m,60 m,80 cm (5–10),https://rekord.bueskyting.no/rekord.php?rundeid=6&divisjon=Compound
Compound,Herrer U18,6,½ 1440-runde,Ute,50 m,50 m,80 cm (5–10),https://rekord.bueskyting.no/rekord.php?rundeid=6&divisjon=Compound
Compound,Herrer U18,6,½ 1440-runde,Ute,30 m,30 m,80 cm (5–10),https://rekord.bueskyting.no/rekord.php?rundeid=6&divisjon=Compound
Compound,Herrer U18,6,½ 1440-runde,Ute,Total,70/60/50/30 m,80 cm (5–10),https://rekord.bueskyting.no/rekord.php?rundeid=6&divisjon=Compound
Compound,Jenter U16,6,½ 1440-runde,Ute,50 m,50 m,80 cm (5–10),https://rekord.bueskyting.no/rekord.php?rundeid=6&divisjon=Compound
Compound,Jenter U16,6,½ 1440-runde,Ute,40 m,40 m,80 cm (5–10),https://rekord.bueskyting.no/rekord.php?rundeid=6&divisjon=Compound
Compound,Jenter U16,6,½ 1440-runde,Ute,30 m,30 m,80 cm (5–10),https://rekord.bueskyting.no/rekord.php?rundeid=6&divisjon=Compound
Compound,Jenter U16,6,½ 1440-runde,Ute,20 m,20 m,80 cm (5–10),https://rekord.bueskyting.no/rekord.php?rundeid=6&divisjon=Compound
Compound,Jenter U16,6,½ 1440-runde,Ute,Total,50/40/30/20 m,80 cm (5–10),https://rekord.bueskyting.no/rekord.php?rundeid=6&divisjon=Compound
Compound,Gutter U16,6,½ 1440-runde,Ute,50 m,50 m,80 cm (5–10),https://rekord.bueskyting.no/rekord.php?rundeid=6&divisjon=Compound
Compound,Gutter U16,6,½ 1440-runde,Ute,40 m,40 m,80 cm (5–10),https://rekord.bueskyting.no/rekord.php?rundeid=6&divisjon=Compound
Compound,Gutter U16,6,½ 1440-runde,Ute,30 m,30 m,80 cm (5–10),https://rekord.bueskyting.no/rekord.php?rundeid=6&divisjon=Compound
Compound,Gutter U16,6,½ 1440-runde,Ute,20 m,20 m,80 cm (5–10),https://rekord.bueskyting.no/rekord.php?rundeid=6&divisjon=Compound
Compound,Gutter U16,6,½ 1440-runde,Ute,Total,50/40/30/20 m,80 cm (5–10),https://rekord.bueskyting.no/rekord.php?rundeid=6&divisjon=Compound
Compound,Mix2 Senior,6,½ 1440-runde,Ute,Total (lagskår),90/70/50/30 m,80 cm (5–10),https://rekord.bueskyting.no/rekord.php?rundeid=6&divisjon=Compound
Compound,Mix2 50+,6,½ 1440-runde,Ute,Total (lagskår),70/60/50/30 m,80 cm (5–10),https://rekord.bueskyting.no/rekord.php?rundeid=6&divisjon=Compound
Compound,Mix2 U21,6,½ 1440-runde,Ute,Total (lagskår),90/70/50/30 m,80 cm (5–10),https://rekord.bueskyting.no/rekord.php?rundeid=6&divisjon=Compound
Compound,Mix2 U18,6,½ 1440-runde,Ute,Total (lagskår),70/60/50/30 m,80 cm (5–10),https://rekord.bueskyting.no/rekord.php?rundeid=6&divisjon=Compound
Compound,Mix2 U16,6,½ 1440-runde,Ute,Total (lagskår),50/40/30/20 m,80 cm (5–10),https://rekord.bueskyting.no/rekord.php?rundeid=6&divisjon=Compound
Compound,Lag Damer Senior,6,½ 1440-runde,Ute,Total (lagskår),90/70/60/50/30 m,80 cm (5–10),https://rekord.bueskyting.no/rekord.php?rundeid=6&divisjon=Compound
Compound,Lag Herrer Senior,6,½ 1440-runde,Ute,Total (lagskår),90/70/50/30 m,80 cm (5–10),https://rekord.bueskyting.no/rekord.php?rundeid=6&divisjon=Compound
Compound,Lag Damer 50,6,½ 1440-runde,Ute,Total (lagskår),60/50/40/30 m,80 cm (5–10),https://rekord.bueskyting.no/rekord.php?rundeid=6&divisjon=Compound
Compound,Lag Herrer 50,6,½ 1440-runde,Ute,Total (lagskår),70/60/50/30 m,80 cm (5–10),https://rekord.bueskyting.no/rekord.php?rundeid=6&divisjon=Compound
Compound,Lag Damer U21,6,½ 1440-runde,Ute,Total (lagskår),90/70/60/50/30 m,80 cm (5–10),https://rekord.bueskyting.no/rekord.php?rundeid=6&divisjon=Compound
Compound,Lag Herrer U21,6,½ 1440-runde,Ute,Total (lagskår),90/70/50/30 m,80 cm (5–10),https://rekord.bueskyting.no/rekord.php?rundeid=6&divisjon=Compound
Compound,Lag Damer U18,6,½ 1440-runde,Ute,Total (lagskår),60/50/40/30 m,80 cm (5–10),https://rekord.bueskyting.no/rekord.php?rundeid=6&divisjon=Compound
Compound,Lag Herrer U18,6,½ 1440-runde,Ute,Total (lagskår),70/60/50/30 m,80 cm (5–10),https://rekord.bueskyting.no/rekord.php?rundeid=6&divisjon=Compound
Compound,Lag Jenter U16,6,½ 1440-runde,Ute,Total (lagskår),50/40/30/20 m,80 cm (5–10),https://rekord.bueskyting.no/rekord.php?rundeid=6&divisjon=Compound
Compound,Lag Gutter U16,6,½ 1440-runde,Ute,Total (lagskår),50/40/30/20 m,80 cm (5–10),https://rekord.bueskyting.no/rekord.php?rundeid=6&divisjon=Compound
Compound,Damer Senior,21,Norsk kortrunde,Ute,50 m,50 m,80 cm (5–10),https://rekord.bueskyting.no/rekord.php?rundeid=21&divisjon=Compound
Compound,Damer Senior,21,Norsk kortrunde,Ute,35 m,35 m,80 cm (5–10),https://rekord.bueskyting.no/rekord.php?rundeid=21&divisjon=Compound
Compound,Damer Senior,21,Norsk kortrunde,Ute,25 m,25 m,80 cm (5–10),https://rekord.bueskyting.no/rekord.php?rundeid=21&divisjon=Compound
Compound,Damer Senior,21,Norsk kortrunde,Ute,Total,50/35/25 m,80 cm (5–10),https://rekord.bueskyting.no/rekord.php?rundeid=21&divisjon=Compound
Compound,Herrer Senior,21,Norsk kortrunde,Ute,50 m,50 m,80 cm (5–10),https://rekord.bueskyting.no/rekord.php?rundeid=21&divisjon=Compound
Compound,Herrer Senior,21,Norsk kortrunde,Ute,35 m,35 m,80 cm (5–10),https://rekord.bueskyting.no/rekord.php?rundeid=21&divisjon=Compound
Compound,Herrer Senior,21,Norsk kortrunde,Ute,25 m,25 m,80 cm (5–10),https://rekord.bueskyting.no/rekord.php?rundeid=21&divisjon=Compound
Compound,Herrer Senior,21,Norsk kortrunde,Ute,Total,50/35/25 m,80 cm (5–10),https://rekord.bueskyting.no/rekord.php?rundeid=21&divisjon=Compound
Compound,Damer 50,21,Norsk kortrunde,Ute,50 m,50 m,80 cm (5–10),https://rekord.bueskyting.no/rekord.php?rundeid=21&divisjon=Compound
Compound,Damer 50,21,Norsk kortrunde,Ute,35 m,35 m,80 cm (5–10),https://rekord.bueskyting.no/rekord.php?rundeid=21&divisjon=Compound
Compound,Damer 50,21,Norsk kortrunde,Ute,25 m,25 m,80 cm (5–10),https://rekord.bueskyting.no/rekord.php?rundeid=21&divisjon=Compound
Compound,Damer 50,21,Norsk kortrunde,Ute,Total,50/35/25 m,80 cm (5–10),https://rekord.bueskyting.no/rekord.php?rundeid=21&divisjon=Compound
Compound,Herrer 50,21,Norsk kortrunde,Ute,50 m,50 m,80 cm (5–10),https://rekord.bueskyting.no/rekord.php?rundeid=21&divisjon=Compound
Compound,Herrer 50,21,Norsk kortrunde,Ute,35 m,35 m,80 cm (5–10),https://rekord.bueskyting.no/rekord.php?rundeid=21&divisjon=Compound
Compound,Herrer 50,21,Norsk kortrunde,Ute,25 m,25 m,80 cm (5–10),https://rekord.bueskyting.no/rekord.php?rundeid=21&divisjon=Compound
Compound,Herrer 50,21,Norsk kortrunde,Ute,Total,50/35/25 m,80 cm (5–10),https://rekord.bueskyting.no/rekord.php?rundeid=21&divisjon=Compound
Compound,Damer U21,21,Norsk kortrunde,Ute,50 m,50 m,80 cm (5–10),https://rekord.bueskyting.no/rekord.php?rundeid=21&divisjon=Compound
Compound,Damer U21,21,Norsk kortrunde,Ute,35 m,35 m,80 cm (5–10),https://rekord.bueskyting.no/rekord.php?rundeid=21&divisjon=Compound
Compound,Damer U21,21,Norsk kortrunde,Ute,25 m,25 m,80 cm (5–10),https://rekord.bueskyting.no/rekord.php?rundeid=21&divisjon=Compound
Compound,Damer U21,21,Norsk kortrunde,Ute,Total,50/35/25 m,80 cm (5–10),https://rekord.bueskyting.no/rekord.php?rundeid=21&divisjon=Compound
Compound,Herrer U21,21,Norsk kortrunde,Ute,50 m,50 m,80 cm (5–10),https://rekord.bueskyting.no/rekord.php?rundeid=21&divisjon=Compound
Compound,Herrer U21,21,Norsk kortrunde,Ute,35 m,35 m,80 cm (5–10),https://rekord.bueskyting.no/rekord.php?rundeid=21&divisjon=Compound
Compound,Herrer U21,21,Norsk kortrunde,Ute,25 m,25 m,80 cm (5–10),https://rekord.bueskyting.no/rekord.php?rundeid=21&divisjon=Compound
Compound,Herrer U21,21,Norsk kortrunde,Ute,Total,50/35/25 m,80 cm (5–10),https://rekord.bueskyting.no/rekord.php?rundeid=21&divisjon=Compound
